Tweet,Search,Document
A major conflict with Iran would require the U.S. to deploy: - 21 Air Force fighter squadrons - 5 heavy bomber squadrons - 6 Marine fighter squadrons - 18 attack submarines - 4 aircraft carriers And that's just the beginning.,USAF,172
The largest air force in the world is the U.S. Air Force. The world?s second-largest air force is the U.S. Navy and Marine Corps combined. #July4th2018,USAF,173
"?It is so incredibly rare. Heath is a shining example the strength he has shown. Most men can?t do it because of the shame.? Ret. Col. Don Christensen former chief prosecutor U.S. Air Force, on a Navy sexual assault survivor speaking out. #MegynTODAY",USAF,174
"As we celebrate our nation's birthday, spend 44 seconds with... Matt Parker '02. After serving in the U.S Air Force, Matt now works for Deloitte in Washington, D.C. He is a proud alum who has a deep appreciation for Syracuse University and its commitment to veterans. ",USAF,175
"Artificial intelligence will play an increasing role in the U.S. military, says a top Air Force general ",USAF,176
U.S. military surveys found local distrust in Niger. Then the Air Force built a $100 million drone base.  by @nickturse,USAF,177
Two retired U.S. Air Force lieutenant colonels are bewildered and outraged at the repeated vandalization of their parents' grave site in Calif. ,USAF,178
My late uncle Oties Allen Cramer served 26 years in the U.S. Air Force obtaining the level of Master SGT. He passed away in 2007 at the age of 59. #Happy4thofJuly #4thofjuly,USAF,179
"U.S. Ambassador to Uganda, Ms Deborah R. Malac and pupils of Kitante Hillside Primary School dance to the U.S. Air Force rock band tunes during celebrations to mark the 242nd anniversary of the independence of the United States of America in in Kampala on July 4, 2018 ",USAF,180
"The Pledge of Allegiance will be led by Len Albright, who served in the U.S. Air Force in Vietnam.",USAF,181
"The prayer will be offered by Cari Kent, who spent 30 years in the U.S. Air Force, retiring as a chief master sergeant.",USAF,182
"Some info about today's rally... Matt Rosendale, the Republican candidate for U.S. Senate running against Jon Tester will greet President Trump and Don jr when AIR FORCE ONE lands at Great Falls Airport. ",USAF,183
"U.S. Air Force Captain Jessica Tait, part of the American military team on the ground in Thailand, tells @arobach on @GMA the conditions are ""very treacherous"" as rescuers race to drain water inside cave and extract soccer team safely. ",USAF,184
"A young Air Force cadet learned Afghan language, culture, and poetry, while teaching at an orphanage in Kabul. The story of how poetry helped the U.S. military:  @QuilLawrence for @Roughly",USAF,185
"Happy 4th! This week, my sister @bannistersr was promoted to Brigadier General in the U.S. Air Force. Sharon earned her place & her star giving a lifetime of service/sacrifice &by being the kind of leader people want to work with & strive to emulate. So proud of you, Sis. #BeGood",USAF,186
"OMGGG My tito works for the U.S. Air Force and he?s having a promotion ceremony something so they invited me to go. So yeah, it?s inside the pentagon. As in THE PENTAGON!!! Mga baks what an honor!!!! Huhuhu",USAF,187
"Vista High's Air Force Junior ROTC took honors as one of the best units in the U.S., getting the ""Distinguished Unit"" award. ",USAF,188
"The U.S. Air Force Thunderbirds Demonstration Team performs during the Arctic Thunder Open House at Joint Base Elmendorf-Richardson, Alaska. #ProudAmerican",USAF,189
"Thai media have taken a shine to U.S. Air Force Captain Jessica Tait, public affairs officer for the 353rd Special Operations Group",USAF,190
"WHAT DO THESE LADIES HAVE IN COMMON? THEY ARE ALL U.S. AIR FORCE F-16 FIGHTER PILOTS, KNOWN AS ""VIPER CHICKS?.",USAF,191
"Regarding the prank call: It's possible to find it utterly hilarious the man fell for it while simultaneously being appalled that random people can pretend to be U.S. Senators and be patched through to POTUS on Air Force One. Is it just me, or is that not a huge security risk?",USAF,192
"A war with Iran would require the U.S. Air Force to deploy nearly half of its 55 fighter squadrons to a single conflict. It could do it -- but just barely, says @markperrydc.",USAF,193
"Stuttering John was able to get through to Trump on Air Force One, and punk him. Maybe Trump will discuss security breaches w/Putin at Helsinki Summit, so Putin can figure out new ways to hack the U.S. Most incompetent, dangerous, corrupt WH in U.S. history.",USAF,194
US Air Force tests B61-12 nuclear bomb by dropping a dud from a B-2 Spirit stealth bomber over Nevada ,USAF,195
US Air Force to test fighter-mounted lasers in the coming weeks ,USAF,196
Service to America by Muslims is nothing new but here?s just one other example in real-time. Meet my friend Hiba Tur Rafiq - a proud Muslim who?s currently still serving in the US Air Force! #SaturdayMorning,USAF,197
"#GME | 12 boys and their coach are finally discovered after nine days in a Thai cave. But how will rescuers get them out? We're joined by US Air Force spokesperson Jessica Tait, who has been helping with the rescue efforts, for more on the rescue operation. ",USAF,198
"BREAKING: The US Air Force has cancelled the remaining flying portions of Phase II of the Light Attack experiment at Holloman AFB following the recent, fatal A-29 crash",USAF,199
"US Air Force cancels remaining light-attack experiment flights, but effort will continue ",USAF,200
"On my way to New Mexico to lecture at the #USAF Nuclear College, because dealing with #nuclear war is less depressing than trying to talk to hysterics about stupid Nazi metaphors.",USAF,201
Had fun today talking about the #USAF #C5M #SuperGalaxy at @LockheedMartin #avgeek #aviation ? at Lockheed Martin,USAF,202
2 million pounds and counting! #Boeing-#USAF KC-46 tankers surpass two million pounds of fuel offloaded during flight testing. Pegasus flying high and filling 'em up! #TankerTuesday,USAF,203
"#USAFA Basic Cadet Training started today for nearly 1,200 young men and women. Here's a few #USAF stats: 295 are women, 875 are men & 520 can potentially become pilots. ",USAF,204
Green Flag West at @NellisAFB provides essential close air support training that combines #USAF and #Army as a multi-domain fighting force. ,USAF,205
 ACC participated in an #AirForce first by testing the reporting capabilities of a mission defense team. #CYBER #FIGHT #WIN B207,USAF,206
#NewBoeingTX employee Sherri got aerospace inspiration going to airshows with her dad. Now the #USAF mission is giving her wings! Hear how Sherri makes sure T-X stays in top shape. ,USAF,207
"#WonderWoman #Wednesday #WWW Dr. Yvonne Cagle is a NASA Astronaut and Family Physician. In 2008, Dr. Cagle retired as a Colonel in the USAF where she served as a Senior Flight Surgeon prior to her selection to the NASA Astronaut Corp in 1996!",USAF,208
Deleting all CDRs since 2015. Was USAF *never* properly implemented? Went unnoticed for 3 years? How many times does this have to happen? ,USAF,209
The United States Air Force arrived at Newark Liberty International Airport today. Good to see our warriors on home turf. #USAF #newarkairport #PAPD #PAPDPROTECTSNYNJ #PANYNJ,USAF,210
"#BREAKING: #ISIL's underground camp with 3 tunnels which was in use for terror Ops in #Kirkuk, #Diyala & #Salah was destroyed during joint #Iraq Air Force & #USAF airstrike 4 hrs ago. #IQAF Beech 350ISR from 87th Recce SQ was used to find the target & lase on that. ",USAF,211
"#infosec moment: 1/ Met a gentleman this morning outside our agency building today. Enjoyed some small talk; turns out he just got picked up for a dream infosec job. His first actually. Had joined the USAF in aircraft maintenance, pushed himself to learn IT after hours.",USAF,212
"Gen. Holmes, commander of Air Combat Command, confirms that @usairforce?s light attack experiment has been ?suspended? after last week?s A-29 crash. He won?t say when/whether the experiment will resume. USAF is ?working through? whether they got the data they need. @ACC_Commander",USAF,213
"Dear @POTUS,& @TheJusticeDept, I'm not only a pain patient. My name is Kristin. I am disabled due to several degenerative, painful conditions.I'm a wife, mother, daughter,sister,& voter. My father a USAF Vet.I deserve to live.I will not stay silent! #Screamlouder #Shareourpain",USAF,214
"#RobertOaks Op-ed: Why I endorse #MikeKennedy OVER #Romney As US Senator For Utah / #GeneralRobertOaks, USAF Retired #ElderRobertOaks, Emeritus Member of Seven Presidents of the Seventy #NeverRomney, Instead Vote For #KennedyForUtah ~",USAF,215
#USAF leaders and @Boeing reps work together to streamline C-17 operations. ,USAF,216
Reality Winner is an American Hero. She served in the USAF right out of high school with Commendation. This young veteran sacrificed her youth. She is a patriot and loves her country. We owe her a debt of gratitude. We MUST support & advocate without fail. #Grateful4Reality,USAF,217
"I've said it a million times and I'll say it again, HONOR our Troops or GTHO, plain and simple ???????????????????????#MILITARYMONDAY #USN #USAF #USMC #USCG #USNG #USARMY",USAF,218
".@elonmusk - You know this is just going to keep happening until you acknowledge it. C?mon, talk about who forced you to scrap your lunar missions. *Cough*Defense Contractors, U.S. Intel Agencies +USAF/USN SAPs which run outposts on Moon and want to keep it secret *Cough* ",USAF,219
"SpaceX has won a major, $130 million contract to launch a classified USAF satellite in 2020 ",USAF,220
PTSD Awareness month! Dennis Davis USAF Capt. OEF Veteran! AFG! ,USAF,221
"24 years ago #OnThisDay a B-52H crashed at Fairchild Air Force after the pilot, Lt. Colonel Arthur Holland stalled the plane when attempting a hard right turn. All four of the crew were killed. #History #USAF #AirForce",USAF,222
Surveillance mission off #Crimea coast for this #USAF Northrop Grumman RQ-4B departed this early morning from NAS Sigonella. In the same area there is also a USNavy Boeing P-8A (168439) departed too from Sigonella. ,USAF,223
My parents came to America as legal immigrants and found the American dream through hard work and love for our nation's freedom. It was my choice to serve America as a USAF Bomber pilot in two wars. It will be my honor to serve her again as the next US Senator for Missouri. ,USAF,224
"70 Years ago today marks the start of the Berlin Airlift, the biggest humanitarian effort undertaken by the RAF & USAF to feed and supply the people of Berlin. 43 Allied & British Commonwealth Personnel lost their lives. In 1949, the blockade was lifted. Per Ardua Ad Astra ????",USAF,225
"Rebels in Daraa were praying for the USAF to save them from the SAA and then the U.S. embassy goes ""uh you're on your own my dudes"" lmao ",USAF,226
"Report: #USAF, other branches must learn why pilots leave for commercial airlines ",USAF,227
"Vietnam was bombed with an ocean of chemicals via the US air force. We bombed Iraq to pieces and used depleted uranium. Saudi Arabia has bombed Yemen with White Phosphorus. Israel bombed Gaza with the same White Phosphorus ""War crimes"" HELLO WORLD: HERE YEMEN. BELIEVE IT OR NOT ",USAF,228
US Air Force = ISIS Air Uber ,USAF,229
"""When SpaceX debuted the Falcon Heavy rocket in February, one of the biggest questions concerned who, exactly, would use the large booster and its 27 engines. Now we have an answer: the US Air Force..."" ",USAF,230
"Think of this as your primer on the US Air Force's posture in Europe and how that's changing. I'll be in Europe practically all of next month and will have a lot more for you when I get back, so get excited!",USAF,231
"The US Air Force has certified SpaceX?s Falcon Heavy rocket to carry the military?s most critical national security satellites into orbit, and assigned a classified payload to the new heavy-lift launcher for liftoff in 2020. ",USAF,232
"Despite what the title says, the US Air Force is not building up in #Russia?s ""backyard""; rather, it is improving infrastructure should #NATO's most vulnerable allies--like the #Baltic states--ever need military reinforcements against attack. ",USAF,233
"If this isn?t Tweetworthy I don?t know what is. Today my son was sworn into the US Air Force and he?s off to Airman?s training! Gonna miss him, but so very proud to be his mom. Love you Truman Roberts! Fly high! #usairforce #airforcemom #USMilitary ????",USAF,234
Today this handsome brother of mine left for basic training to follow his dream of becoming a pilot in the US Air Force Academy. I pray that God continues to watch over and protect you. I am SO proud of YOU. Keep soaring high like I know you will ????????@Sjordan_500,USAF,235
Why does the US Air Force have a big sword which looks like it came out of Thundercats? ,USAF,236
Fun facts. WSU Regent Scott Carson was in the US Air Force and worked on the A-26 airplane. He is a Vietnam veteran and attended a Bob Hope show. See the picture where Scott is laughing and has more hair than now. He is a champion for Vietnam veterans. Thank you Scott! ,USAF,237
"Yesterday, at the same time I was filming with German TV at Buchel Air Basethe US Air Force?s 702nd Munition Support Squadron on the base got a new commander.\he unit controls the 10-20 US nuclear weapons stored at the base.",USAF,238
"Look, it's stupid enough on its own, but is anyone else really mad about the Space Force thing just from a sci-fi lore standpoint? Pretty much all sci-fi establishes that ships in space are the navy. Besides, the US Air Force already has Space Command. Tl;dr Trump is stupid",USAF,239
Clear evidence of Trump paying Putin back for the election help! Right? Said only morons! #resist #menot #kag Poking the bear: US Air Force builds in Russia?s backyard ,USAF,240
"Secretary Heather Wilson @SecAFOfficial speaking with the governors now. Such an intelligent, eloquent woman at the helm of the US Air Force. #WGA18",USAF,241
"Ted W. Lieu is an American politician and US Air Force Reserve colonel, currently serving as the US Representative for California's 33rd congressional district, since 2015.ÿWikipedia This man is a disgrace to the uniform & American How LOW! Office:ÿRepresentative (D-CA 33rd ",USAF,242
"NEW: Pentagon has been asked to house migrants at Fort Bliss in El Paso, TX and Goodfellow Air Force Base in San Angelo, TX, U.S. official confirms to @ABC.",USAF,243
"The U.S. Navy announced Saturday the death of Lt. Christopher Carey Short, a pilot who died in a plane crash during a training flight on Friday at Holloman Air Force Base in New Mexico ",USAF,244
"Reality Winner, former U.S. Air Force linguist who was charged with leaking classified information, has pleaded guilty as part of agreement with prosecutors. ",USAF,245
U.S. Navy IDs pilot killed in crash at New Mexico Air Force base ,USAF,246
I left the U.S. Air Force three years ago and I still got included on distros for all the ?Space Force? memes. With the pure volume and creativity of memes by our active-duty members I?m confident 0 work has been getting done lately.,USAF,247
Fort Bliss and Goodfellow Air Force Base reportedly will be used to house migrants apprehended during the crackdown on illegal immigration along the U.S. southern border. ,USAF,248
"The U.S. Air Force is investigating why a KC-10 Extender refueling aircraft from Joint Base McGuire-Dix-Lakehurst last month had an emergency on the ground, and why the plane's slide-rafts didn't deploy for the aircrew to quickly exit the aircraft. >>> ",USAF,249
JUST IN: Pentagon has been asked to house immigrants on Fort Bliss and Goodfellow Air Force Base in Texas: U.S. official ,USAF,250
"#TBDWG Final recommendation Treatment Chapter to include personal story of Nicole Malachowski, USAF retired due to late stage #LymeDisease Passed",USAF,251
"#Breaking: Ex-Georgia gov?t contractor, USAF vet Reality Winner reaches plea deal with the government in NSA/Russian election hacking leaker case. Court docs filed today don?t detail agreement. Winner was charged with espionage, has been jailed more than a year w/o bond @wsbtv pic.twitter.com/liZkCi9yz5",USAF,252
"It's a fairish point but the fact remains that when it comes to a manned spaceship that travels vast distances for long stretches of time, the framework of the Navy just makes infinitely more sense. I'll admit that at this point the skill sets are in USAF but the culture is USN. ",USAF,253
"Gen. Herbert ""Hawk"" Carlisle, (USAF Ret.), CEO of @NDIAToday, discusses the defense funding debate on Capitol Hill and how military contractors will be impacted by it. ",USAF,254
"Jorge on his #freedom ride last month to his fur-ever home with Sheldon, #USAF veteran. Another inspiring #pets4vets match thru our partnership with @awanj #homeatlast",USAF,255
"One year ago I was going through one of the toughest obstacles I have faced thus far. Who knew that things would pan out the way they have? Never will I forget the lessons I have learned. I have became a wiser and better person from it all. Thank you, USAF. ",USAF,256
"Note that up until December Boeing promised to deliver the first KC-46 by the end of 2017. The contractual deadline to deliver 18 tankers to the USAF is, in fact, October. ",USAF,257
Good point. For context the USAF already has more people working on Space than the RAF has in total. ,USAF,258
"US Air Force has awarded a $130m launch contract to SpaceX?s Falcon Heavy rocket for delivery of the classified AFSPC-52 payload to orbit in mid-2020, after a two-way competition with United Launch Alliance. In statement, SpaceX?s Shotwell says Falcon Heavy now certified by USAF. ",USAF,259
"Note that different strikes in #Libya are made (not necessarily this one) by #USAF General Atomics MQ-9 ""Reapers"" departed from NAS Sigonella, Italy ",USAF,260
"USAF MAJOR COMES HOME - Soldiers assigned to the 3d U.S. Infantry Regiment render plane side honors at Ronald Reagan Washington National Airport in Arlington June 17, 2018. Honors were rendered for USAF Maj. Stephen Uurtamo declared MIA in North Korea Dec. 1, 1950. #KoreanWar",USAF,261
"BREAKING: USAF and @BoeingDefense have agreed on a plan to deliver the first KC-46A in October, thus paving the way for delivery of the first new tanker to the USAF since the Senate first proposed a KC-135 recapitalization plan in November 2001.",USAF,262
PTSD Awareness month! Dennis Davis USAF Capt. OEF Veteran! AFG! ,USAF,263
Trumpov Corruption Layer Cake Pt. 4: Mikey Cohen paid $150k ?consulting? with S Korean KAI after $48M USAF contract awarded while KAI was under a corruption probe. Report: Korean Firm at Center of Corruption Probe Won Air Force Contract  via @thedailybeast,USAF,264
"Chief Master Sgt. Yasmeen Wilson, 33rd Fighter Wing command chief, is making a difference in the lives of #Airmen and the USAF?s future leadership. @TeamEglin#professional #development, #communication #self-awareness #self-confidence #mentoring ",USAF,265
"#TuesdayThoughts: Siblings who serve together, stay together. Lt Col Adrienne Stahl, 325th MS, & Lt Col Brian Stahl, 325th TSS, have been stationed together three times since they both graduated from the @AF_Academy, via @Tyndall_325FW. ",USAF,266
"#BREAKING: It is now confirmed by the #USAF that #Israel Air Force was behind the airstrike against #Iraq|i PMU & other pro-#Syria forces in #AbuKemal, Eastern #Syria. According to the #US sources it is possible that #IAF has tested its F-35Is air to ground capability that night",USAF,267
"Thanks to his service animal, Romeo, this #USAF veteran quickly recovers from bouts of anxiety. (Part 2) #PTSDAwarenessMonth @USAFHealth ",USAF,268
PTSD Awareness month! Dennis Davis USAF Capt. OEF Veteran! AFG! ,USAF,269
"The words ""separate but equal"" were used by @POTUS because there has been a battle raging with the @usairforce over who will control the Space Force. The USAF lost that battle and now we will be a separate branch of the military, one that is equal in budget and size to the USAF.",USAF,270
USAF unveils a dual seated #A10 Warthog ??#avgeek #aviation #aviationphotography #Military #aviationdaily,USAF,271
"13. CIA, USAF, NSA, whatever ? he was just a useless bureaucrat who got his promotions through kissing up until he reached his level of total incompetence (guess instead of Mike we ought to have called him Peter). ///The end.",USAF,272
And what rank structure will it emulate? The Army/USMC/USAF or Navy/USCG? ,USAF,273
There is no need whatsoever for DoD to have a separate service dedicated to Space. That's the USAF's mission (with assistance from USN & USA). Trump's responded to a nonexistent problem for no serious reason. Of course.,USAF,274
#USAF Wounded Warrior Program Ambassador helps others by sharing her experience surviving a helicopter crash. ,USAF,275
"I can tell you this I never thought after 3 tours overseas in USAF combat that I would ever come home to this crap of Trump and Republicans!This is what we have always fought against and to bring this shit here restarts what we left, It?s here on my turf now time to stomp it out",USAF,276
There is a man in this restaurant wearing a stupid generic PX-purchased USAF t-shirt and USAF PT pants THAT ARE BLOUSED INTO COMBAT BOOTS. Get my bail money together.,USAF,277
C-17?s get a chance to show off their capabilities to perform the #USAF?s core competencies of rapid global mobility and precision engagement during Rainier War Exercise. ,USAF,278
"And please dont forget to fight for #Justice4Reality. Manaforts prison sentence is of little justice when the USAF vet, #RealityWinner, that allegedly tried to warn us of Russian hacking is facing 10 yrs under the Espionage Act & is *not* receiving a fair & speedy trial.",USAF,279
"26 years ago today I was headed to the MEPS to begin enlistment. 8 years later, I became an officer in the USAF. After deploying in multiple operations and mission planning the first bombing runs into Afghanistan after 9/11, I can say I'm fiercely proud to be a servant and leader ",USAF,280
"NEW: Michael Cohen represented South Korea?s state-owned aerospace firm for 6 months last year. In that time, the firm failed disclose it was the subject of a corruption probe and won its largest-ever contract with the US Air Force. w/ @ShawnBoburg",USAF,281
"Gen. Michael Hayden is a retired US Air Force four-star General & former Director of the National Sec Agency, Principal Deputy Director of Nat Intelligence & Director of the CIA He stands by his comparisons of Trump's border policy to Nazi Germany.",USAF,282
Powerful. Michael Vincent Hayden a retired US Air Force four-star general & Fmr Director of NSA & CIA compares Trump administration separation of parents & children with the road to Aushwitz-Birkenau He?s firing the flare. Who?s watching & listening?,USAF,283
How the US Air Force kept a command post in the sky 24 hours a day for 29 years in case of a nuclear emergency ? via @WeAreTheMighty,USAF,284
"The Eagles are here! Six US Air Force #F15 s from the Oregon and Massachusetts Air National Guard arrived in Campia Turzii, Romania, June 13, 2018, to participate in the joint Romanian-American flight training event Dacian Eagle 2018. @AmbasadaSUA #airpower",USAF,285
Why the US Air Force should choose the A-29 in the light-attack experiment ,USAF,286
"SpaceX has sold its first EELV Falcon Heavy to the US Air Force, undercutting its chief rival by hundreds of millions of dollars ",USAF,287
"Welcome back in the Baltics, Warthogs! US Air Force A-10 Thunderbolts were practicing for rough landings on improvised runways as a part of #SaberStrike18, the annual exe where Allied forces worked to improve their ability to operate across Europe & with NATO's #eFP battle groups",USAF,288
"US President Donald Trump announced Monday that he was moving to establish a #spaceforce as the sixth branch of the US armed forces, which he described as ""separate but equal"" with the US Air Force. ",USAF,289
"Good question from @ExumAM ? evidently with a clear answer. BTW, historic reference: US Air Force was created by National Security Act of 1947, not conjured by the President at a quickie press event. You want a new service, you need to pass a law. ",USAF,290
SpaceX has won a $130M contract from the US Air Force to launch the AFSPC-52 mission on a Falcon Heavy: ,USAF,291
"If you are LGBTQ in the military, thank US Air Force Technical Sergeant Leonard P. Matlovich for the gigantic 1st step. In March 1975, Matlovich gave his commanding officers a letter outing himself as a homosexual. Photo Cred: Leonard Matlovich Papers #LGBTVoices",USAF,292
"HOLY MOLY! This campaign ad for @mjhegar, a decorated US Air Force combat vet & candidate for Texas's 31st US Congressional District, is an absolute work of art. Take a 3 minute break and WATCH THIS????#VoteBlue #FireTheGOP #ElectMJHegar ??????",USAF,293
#BREAKING: Initial unconfirmed reports coming in that the US Air Force has targeted an SAA position near At-Tanf - Via @WaelAlRussi,USAF,294
Okay. Today trump decided to establish a Space Force. This MORON does not even realize that the US Air Force has a Space Command has been around since 1982. This imbecile simply cannot continue as CIC. Fire the Liar,USAF,295
"The Space Command within the US Air Force is more than sufficient for our military needs in space. Creating a new branch will be expensive, redundant, and could set off a dangerous new arms race. #MA3 #mapoli",USAF,296
"#BREAKING #Cohen represented #Sout Korea?s state-owned aerospace firm for 6 months last year. In that time, the firm failed disclose it was the subject of a corruption probe and won its largest-ever contract with the US Air Force. ",USAF,297
"US Air Force keeps buying Russian rocket engines from evil Putin!?? US military satellites can't be launched without Russia's help. Oh, the irony ...",USAF,298
"The US Air Force already has a Space Command. You take the USAF Space Command & its leadership, combine it with NASA, & now you have a US Space Force. Warning-if not checked, it will be a huge Bureaucracy that will suck the life-force out of it. @realDonaldTrump @WhiteHouse @VP",USAF,299
"The US Air Force already has Space Command. I learned this when I joined the USAF, despite having plantar fasciitis. #SpaceForce Maybe next we can dominate the seas with something.. perhaps we can call it ?Sea Force?",USAF,300
"At the HASC hearing on depot readiness, one lawmaker asks about F-35 spare parts issues. USAF Lt. Gen. Lee Levy says extra money would be helpful, but spares have to be shared across the globe. Reminds lawmakers that F-35 still relatively young. BG here: ",USAF,301
"Levy telling a pretty interesting story now. The B-52 needed a replacement ejection seat handle cover. No companies would bid on it after a year of solicitations, so USAF engineers 3D printed it. This only can happen when USAF owns the intellectual property, tho.",USAF,302
"An incredible experience #MoodyAFB flying in a sim and being rolled over in a humvee incredible but all dwarfed by character, leadership, camaraderie and urge to serve of men and women of USAF #JCOC88 #KnowYourMil #AimHigh Landing at Fort Bragg now",USAF,303
"Wake up, Jack; it's your one-year adoption anniversary! Thanks to Melissa for her 20+ years of service in the #USAF + for giving now 5 year-old Jack a new leash on life. Another great #pets4vets match thru our long partnership with @IndyHumane #beapetshero",USAF,304
Meet Steffen + his pal Scooby on their 6-month adoption anniversary; the #USAF Reservist + his wingman are doing well! Another great #pets4vets match thru our partnership with @jaxhumane which offers #veterans in our program a reduced adoption fee of just $20!,USAF,305
"With creativity and #innovation, four #Airmen create a simple fix for an #MQ9 maintenance issue, saving #USAF money. ",USAF,306
??An OCSO investigator who wants to remain anonymous (we'll see how that goes) made the mistake of telling the #PIO he was in movies ranging from #MissinginActionIII and #DeltaForce2 with #ChuckNorris - to #Bornonthe4thofJuly with #WilliamDafoe - while in @USAF #Hollywood ??????,USAF,307
As a veteran of USAF it makes me sick to my stomach to hear that kids are being ripped from their mothers arms. This is not nazi Germany or is it with @realDonaldTrump in office. #TheResistance,USAF,308
"Gen Frank Gorenc, USAF (Ret.), calls #NATO the ""most successful alliance ever in history"" in both matters of deterrence and crisis management #NATOSummit",USAF,309
"We’re proud to have the 55ECG and Compass Call as a mission partner at DM. It is a one of a kind capability, not only for the USAF but DoD. Compass Call jams!! ",USAF,310
Clinton #FamiliesBelongTogether but Dorothy Wood's won't be till she's in heaven with her hero Husband #TyroneWoods . Unlike you he had respect for the #StarsandStripes and #FlagDay #Seals #USMC #Military #Army #Navy #USAF #GreenBerets #SemperFi #AirForce #veteran,USAF,311
"Almost 31 yrs after starting our USAF careers together as mbrs of @AF_Academy BOLD GOLD Class of ‘91, great to see Brig Gen Corey Martin, Senior Def Official & Air Attaché in Israel, in school again-this time @NATO_DefCollege in Rome, IT...a decent classroom setting! #WeAreNATO",USAF,312
"Turkey's arms acquisitions, like missiles and jets, likely a process to continue in attempt to meet Western arms capabilities says USAF Gen (Ret.) Gorenc #NATOSummit",USAF,313
"Today my bestfriend,my soulmate, my twin sister, joins the military and i couldn’t be prouder...Here’s to another Garcia in the USAF ??",USAF,314
"Interested to see what happens on June 27, the anniversary of Truman authorizing the USN and USAF to support the Republic of Korea",USAF,315
US North Korea Peace Talks Made Possible by USAF Secret Space Program - ,USAF,316
Can we get a @Kleenex please? How a deaf #pitbull used as a bait dog and rescued from cruel life saves a #USAF veteran from loneliness   #loverescuedme,USAF,317
"USAF F-15C Eagle Down Off Kadena, Japan: Pilot Rescued. It's the sixth USAF crash since the beginning of 2018. ",USAF,318
"A USAF F-15C Eagle crashed off Okinawa, pilot rescued alive after ejection:",USAF,319
"USAF F-15 has crashed off the coast of #Okinawa. Pilot ejected, current status unknown.",USAF,320
"Happy Birthday ""Jim"" McDivitt, Brigadier General, USAF, Ret. An American former test pilot, United States Air Force pilot, aeronautical engineer, and NASA astronaut. He commanded Gemini 4 flight during which Ed White performed the first U.S. spacewalk and later flew Apollo 9. ",USAF,321
My dad was a spitfire pilot As you say he was 19 when the war started but sent to train on SE5s in the US as part of the USAF Then trained on & flew Spitfires upon his return But he was fighting the nazis & you are arming the people who now act like nazis killing civilians,USAF,322
"Lt. Col. Olga Custodio was the first Hispanic military pilot in the USAF. She went on to be the first Hispanic commercial airline Captain. She is from Puerto Rico. You know donny, where almost 5,000 died on your watch",USAF,323
And in more Putin master strategist news the US is deploying four USAF KC135 Stratotankers to Lviv for training in June. Even a temporary USAF presence on Ukrainian soil would have been unimaginable before Maidan and the Donbas War.,USAF,324
"Unless USAF has a fifth generation replacement in the wings, this is a terrible decision. F-16s are not a viable replacement. Definitely not over the Western Pacific & the scenarios envisioned there. ",USAF,325
"A US Air Force officer with top-secret clearance who went missing 35 years ago has been found living under an assumed name in California, the Air Force says ",USAF,326
US Air Force fighter jet crashes off Okinawa; pilot ejects ,USAF,327
"US Air Force B-1 bomber fleet grounded after issue with ejection seats, officials say ",USAF,328
US Air Force deserter found after 35 years ,USAF,329
"“Over a period of three years or so, we killed off — what — 20 percent of the [North Korean] population” -US Air Force Gen. Curtis LeMay, 1984 ",USAF,330
Man who deserted US air force 35 years ago found under new alias ,USAF,331
"My father-in-law served proudly in the US Air Force for 37 years. Colonel Joseph Lamper is spinning in his grave right now. This is not why he fought in WWII, Korea and Vietnam. #KickHerOut",USAF,332
This former Miss America just joined the US Air Force ,USAF,333
Most wanted US Air Force fugitive found in California after 35 years on the run ,USAF,334
"US Air Force officer, who disappeared in 1983, found living in California ",USAF,335
"Great educational experience with General Julazadeh & the outstanding men and women of the US Air Force at Moody Airforce Base under leadership of Colonel Jennifer Short, Commander 23rd Air Wing and a senior pilot. ",USAF,336
President @realDonaldTrump said today that North Korea is no longer a nuclear threat as he arrived at US Air Force base in Maryland after successfully concluded his meeting with Kim Jong-un on Tuesday. #TrumpKimSummit,USAF,337
'Harvester' could transform any US Air Force C-130 into a nuke sniffing plane:,USAF,338
"Man 1: “So we’re going n*gger hunting today or what?” Man 2: “We’re going n*gger hunting"" Duncan: “You get them n*ggers"" ""Duncan was also identified as a new enlistee with the US Air Force, which has now launched its own investigation"" (^ @docrocktex26)",USAF,339
Residents in a quiet town near San Francisco were stunned to learn their neighbor has been charged with deserting the US Air Force 35 years ago. ,USAF,340
US Air Force One along with President Trump’s entourage in Quebec... and Hey! the AcadiaU bus is there... #AcadiaProud #GoAcadiaGo,USAF,341
US Air Force grounds entire supersonic heavy bomber fleet amid mysterious concerns about ejection seats ,USAF,342
US Air Force deserter found after 35 years ,USAF,343
RT @armywct: We are so proud of #TeamArmy for taking on the home team at the US Air Force Academy and coming out victorious! The perfect way to wrap up an amazing week of competition. #WarriorGames,USAF,344
US Air Force fighter jet crashes off Okinawa; pilot ejects ,USAF,345
"A US Air Force officer with top-secret clearance who went missing 35 years ago has been found living under an assumed name in California, the Air Force says ",USAF,346
????????The US Air Force just gave a sneak peak of its plans for the next generation of fighter jets:,USAF,347
"Here's a US Air Force general confirming that the US military killed off 20 percent of the North Korean population in the Korean war, bombing every standing building. They also used chemical weapons, napalm and blew up dams and other civilian infrastructure. ",USAF,348
Ha ha I don't know who was more surprised to hear a fellow female voice on the other side me or an US Air Force C130 pilot landing ??The future is female LOL,USAF,349
